Time,X,Y,Z
5.7,0,6.952382482,139.6538899
5.8,0,7.073940803,139.6416496
5.9,0,7.195477575,139.6291972
6,0,7.316992429,139.6165327
6.1,0,7.438484994,139.6036561
6.2,0,7.559954899,139.5905675
6.3,0,7.681401776,139.5772669
6.4,0,7.802825254,139.5637543
6.5,0,7.924224964,139.5500299
6.6,0,8.045600535,139.5360936
6.7,0,8.166951597,139.5219455
6.8,0,8.288277781,139.5075856
6.9,0,8.409578718,139.4930139
7,0,8.530854038,139.4782306
7.1,0,8.652103372,139.4632357
7.2,0,8.77332635,139.4480291
7.3,0,8.894522602,139.432611
7.4,0,9.01569176,139.4169814
7.5,0,9.136833455,139.4011403
7.6,0,9.257947318,139.3850878
7.7,0,9.379032979,139.368824
7.8,0,9.50009007,139.3523488
7.9,0,9.621118223,139.3356624
8,0,9.742117067,139.3187648
8.1,0,9.863086236,139.301656
8.2,0,9.984025359,139.2843362
8.3,0,10.10493407,139.2668052
8.4,0,10.225812,139.2490633
8.5,0,10.34665878,139.2311104
8.6,0,10.46747404,139.2129467
8.7,0,10.58825742,139.1945721
8.8,0,10.70900854,139.1759867
8.9,0,10.82972704,139.1571906
9,0,10.95041255,139.1381838
9.1,0,11.07106471,139.1189665
9.2,0,11.19168314,139.0995386
9.3,0,11.31226748,139.0799001
9.4,0,11.43281736,139.0600513
9.5,0,11.55333241,139.0399921
9.6,0,11.67381227,139.0197226
9.7,0,11.79425657,138.9992428
9.8,0,11.91466494,138.9785529
9.9,0,12.03503702,138.9576528
10,0,12.15537244,138.9365427
10.1,0,12.27567083,138.9152226
10.2,0,12.39593182,138.8936926
10.3,0,12.51615506,138.8719527
10.4,0,12.63634017,138.850003
10.5,0,12.75648678,138.8278435
10.6,0,12.87659454,138.8054744
10.7,0,12.99666308,138.7828958
10.8,0,13.11669202,138.7601076
10.9,0,13.23668101,138.7371099
11,0,13.35662968,138.7139028
11.1,0,13.47653766,138.6904865
11.2,0,13.59640459,138.6668609
11.3,0,13.7162301,138.6430261
11.4,0,13.83601383,138.6189822
11.5,0,13.95575541,138.5947293
11.6,0,14.07545448,138.5702675
11.7,0,14.19511067,138.5455967
11.8,0,14.31472363,138.5207172
11.9,0,14.43429298,138.495629
12,0,14.55381836,138.4703321
12.1,0,14.6732994,138.4448266
12.2,0,14.79273575,138.4191126
12.3,0,14.91212704,138.3931902
12.4,0,15.0314729,138.3670595
12.5,0,15.15077298,138.3407205
12.6,0,15.2700269,138.3141733
12.7,0,15.3892343,138.2874181
12.8,0,15.50839483,138.2604548
12.9,0,15.62750812,138.2332836
13,0,15.7465738,138.2059045
13.1,0,15.86559152,138.1783177
13.2,0,15.98456091,138.1505232
13.3,0,16.1034816,138.1225211
13.4,0,16.22235324,138.0943115
13.5,0,16.34117547,138.0658944
13.6,0,16.45994792,138.03727
13.7,0,16.57867022,138.0084384
13.8,0,16.69734203,137.9793996
13.9,0,16.81596297,137.9501537
14,0,16.93453269,137.9207008
14.1,0,17.05305083,137.8910411
14.2,0,17.17151701,137.8611745
14.3,0,17.28993089,137.8311012
14.4,0,17.4082921,137.8008213
14.5,0,17.52660028,137.7703348
14.6,0,17.64485508,137.7396419
14.7,0,17.76305612,137.7087427
14.8,0,17.88120306,137.6776372
14.9,0,17.99929552,137.6463256
15,0,18.11733316,137.6148078
15.1,0,18.2353156,137.5830842
15.2,0,18.3532425,137.5511546
15.3,0,18.4711135,137.5190193
15.4,0,18.58892822,137.4866783
15.5,0,18.70668633,137.4541317
15.6,0,18.82438744,137.4213797
15.7,0,18.94203122,137.3884222
15.8,0,19.05961729,137.3552595
15.9,0,19.17714531,137.3218917
16,0,19.29461491,137.2883187
16.1,0,19.41202573,137.2545408
16.2,0,19.52937742,137.220558
16.3,0,19.64666962,137.1863704
16.4,0,19.76390198,137.1519782
16.5,0,19.88107413,137.1173814
16.6,0,19.99818572,137.0825802
16.7,0,20.11523639,137.0475746
16.8,0,20.23222579,137.0123648
16.9,0,20.34915355,136.9769509
17,0,20.46601933,136.9413329
17.1,0,20.58282277,136.905511
17.2,0,20.6995635,136.8694853
17.3,0,20.81624119,136.833256
17.4,0,20.93285546,136.796823
17.5,0,21.04940597,136.7601866
17.6,0,21.16589235,136.7233467
17.7,0,21.28231426,136.6863037
17.8,0,21.39867135,136.6490575
17.9,0,21.51496325,136.6116083
18,0,21.63118961,136.5739561
18.1,0,21.74735007,136.5361012
18.2,0,21.8634443,136.4980436
18.3,0,21.97947192,136.4597834
18.4,0,22.09543259,136.4213208
18.5,0,22.21132595,136.3826559
18.6,0,22.32715165,136.3437887
18.7,0,22.44290934,136.3047194
18.8,0,22.55859867,136.2654482
18.9,0,22.67421927,136.2259751
19,0,22.78977081,136.1863003
19.1,0,22.90525293,136.1464239
19.2,0,23.02066527,136.1063459
19.3,0,23.13600749,136.0660666
19.4,0,23.25127923,136.0255861
19.5,0,23.36648015,135.9849044
19.6,0,23.48160988,135.9440217
19.7,0,23.59666809,135.9029381
19.8,0,23.71165442,135.8616538
19.9,0,23.82656851,135.8201689
20,0,23.94141003,135.7784835
20.1,0,24.05617862,135.7365976
20.2,0,24.17087393,135.6945116
20.3,0,24.28549561,135.6522254
20.4,0,24.40004331,135.6097393
20.5,0,24.51451669,135.5670532
20.6,0,24.62891539,135.5241675
20.7,0,24.74323906,135.4810822
20.8,0,24.85748737,135.4377973
20.9,0,24.97165995,135.3943132
21,0,25.08575647,135.3506299
21.1,0,25.19977657,135.3067474
21.2,0,25.31371991,135.2626661
21.3,0,25.42758613,135.2183859
21.4,0,25.5413749,135.1739071
21.5,0,25.65508587,135.1292298
21.6,0,25.76871869,135.084354
21.7,0,25.88227301,135.03928
21.8,0,25.99574849,134.9940079
21.9,0,26.10914478,134.9485378
22,0,26.22246154,134.9028698
22.1,0,26.33569842,134.8570042
22.2,0,26.44885508,134.8109409
22.3,0,26.56193117,134.7646803
22.4,0,26.67492634,134.7182224
22.5,0,26.78784027,134.6715673
22.6,0,26.90067259,134.6247152
22.7,0,27.01342296,134.5776663
22.8,0,27.12609105,134.5304206
22.9,0,27.23867651,134.4829784
23,0,27.35117899,134.4353397
23.1,0,27.46359816,134.3875048
23.2,0,27.57593367,134.3394737
23.3,0,27.68818518,134.2912467
23.4,0,27.80035234,134.2428238
23.5,0,27.91243482,134.1942052
23.6,0,28.02443228,134.1453911
23.7,0,28.13634437,134.0963815
23.8,0,28.24817074,134.0471767
23.9,0,28.35991107,133.9977769
24,0,28.47156502,133.948182
24.1,0,28.58313223,133.8983924
24.2,0,28.69461237,133.8484081
24.3,0,28.8060051,133.7982294
24.4,0,28.91731009,133.7478563
24.5,0,29.02852699,133.697289
24.6,0,29.13965546,133.6465276
24.7,0,29.25069517,133.5955724
24.8,0,29.36164577,133.5444235
24.9,0,29.47250694,133.493081
25,0,29.58327832,133.4415451
25.1,0,29.69395959,133.3898159
25.2,0,29.80455041,133.3378937
25.3,0,29.91505044,133.2857785
25.4,0,30.02545934,133.2334705
25.5,0,30.13577678,133.1809699
25.6,0,30.24600242,133.1282768
25.7,0,30.35613592,133.0753915
25.8,0,30.46617696,133.022314
25.9,0,30.57612519,132.9690445
26,0,30.68598028,132.9155832
26.1,0,30.79574189,132.8619303
26.2,0,30.9054097,132.8080859
26.3,0,31.01498336,132.7540501
26.4,0,31.12446254,132.6998232
26.5,0,31.23384692,132.6454053
26.6,0,31.34313615,132.5907966
26.7,0,31.4523299,132.5359972
26.8,0,31.56142785,132.4810073
26.9,0,31.67042965,132.4258271
27,0,31.77933498,132.3704567
27.1,0,31.88814351,132.3148963
27.2,0,31.99685489,132.2591461
27.3,0,32.10546881,132.2032063
27.4,0,32.21398493,132.147077
27.5,0,32.32240293,132.0907583
27.6,0,32.43072246,132.0342505
27.7,0,32.5389432,131.9775538
27.8,0,32.64706482,131.9206683
27.9,0,32.755087,131.8635941
28,0,32.8630094,131.8063315
28.1,0,32.97083169,131.7488806
28.2,0,33.07855354,131.6912416
28.3,0,33.18617463,131.6334147
28.4,0,33.29369463,131.5754001
28.5,0,33.40111322,131.5171979
28.6,0,33.50843006,131.4588083
28.7,0,33.61564482,131.4002315
28.8,0,33.72275719,131.3414676
28.9,0,33.82976683,131.2825169
29,0,33.93667342,131.2233795
29.1,0,34.04347663,131.1640556
29.2,0,34.15017614,131.1045454
29.3,0,34.25677162,131.0448491
29.4,0,34.36326275,130.9849668
29.5,0,34.46964921,130.9248987
29.6,0,34.57593066,130.8646451
29.7,0,34.68210679,130.804206
29.8,0,34.78817727,130.7435817
29.9,0,34.89414178,130.6827724
30,0,35,130.6217783
30.1,0,35.1057516,130.5605994
30.2,0,35.21139626,130.4992361
30.3,0,35.31693367,130.4376885
30.4,0,35.42236349,130.3759568
30.5,0,35.52768541,130.3140412
30.6,0,35.6328991,130.2519419
30.7,0,35.73800425,130.189659
30.8,0,35.84300054,130.1271928
30.9,0,35.94788764,130.0645434
31,0,36.05266524,130.001711
31.1,0,36.15733302,129.9386959
31.2,0,36.26189066,129.8754982
31.3,0,36.36633783,129.8121181
31.4,0,36.47067423,129.7485558
31.5,0,36.57489953,129.6848115
31.6,0,36.67901342,129.6208854
31.7,0,36.78301558,129.5567777
31.8,0,36.88690568,129.4924885
31.9,0,36.99068343,129.4280181
32,0,37.0943485,129.3633667
32.1,0,37.19790057,129.2985345
32.2,0,37.30133932,129.2335216
32.3,0,37.40466446,129.1683283
32.4,0,37.50787565,129.1029548
32.5,0,37.61097258,129.0374012
32.6,0,37.71395495,128.9716678
32.7,0,37.81682243,128.9057547
32.8,0,37.91957472,128.8396622
32.9,0,38.0222115,128.7733905
33,0,38.12473245,128.7069398
33.1,0,38.22713727,128.6403102
33.2,0,38.32942564,128.5735019
33.3,0,38.43159726,128.5065153
33.4,0,38.53365181,128.4393504
33.5,0,38.63558897,128.3720075
33.6,0,38.73740845,128.3044868
33.7,0,38.83910992,128.2367885
33.8,0,38.94069309,128.1689128
33.9,0,39.04215763,128.10086
34,0,39.14350324,128.0326301
34.1,0,39.24472962,127.9642234
34.2,0,39.34583645,127.8956402
34.3,0,39.44682343,127.8268806
34.4,0,39.54769024,127.7579449
34.5,0,39.64843658,127.6888332
34.6,0,39.74906215,127.6195458
34.7,0,39.84956664,127.5500829
34.8,0,39.94994974,127.4804446
34.9,0,40.05021114,127.4106313
35,0,40.15035054,127.3406431
35.1,0,40.25036764,127.2704802
35.2,0,40.35026213,127.2001429
35.3,0,40.45003371,127.1296313
35.4,0,40.54968206,127.0589457
35.5,0,40.6492069,126.9880863
35.6,0,40.74860791,126.9170533
35.7,0,40.84788479,126.8458469
35.8,0,40.94703725,126.7744673
35.9,0,41.04606497,126.7029148
36,0,41.14496766,126.6311896
36.1,0,41.24374501,126.5592919
36.2,0,41.34239673,126.4872219
36.3,0,41.44092252,126.4149798
36.4,0,41.53932206,126.3425658
36.5,0,41.63759507,126.2699802
36.6,0,41.73574125,126.1972233
36.7,0,41.83376029,126.1242951
36.8,0,41.9316519,126.051196
36.9,0,42.02941577,125.9779261
37,0,42.12705162,125.9044857
37.1,0,42.22455914,125.830875
37.2,0,42.32193804,125.7570943
37.3,0,42.41918802,125.6831437
37.4,0,42.51630878,125.6090234
37.5,0,42.61330003,125.5347338
37.6,0,42.71016147,125.460275
37.7,0,42.80689281,125.3856473
37.8,0,42.90349376,125.3108509
37.9,0,42.99996401,125.2358859
38,0,43.09630327,125.1607528
38.1,0,43.19251126,125.0854515
38.2,0,43.28858768,125.0099825
38.3,0,43.38453223,124.9343459
38.4,0,43.48034462,124.858542
38.5,0,43.57602456,124.782571
38.6,0,43.67157177,124.7064331
38.7,0,43.76698594,124.6301285
38.8,0,43.8622668,124.5536575
38.9,0,43.95741404,124.4770204
39,0,44.05242737,124.4002173
39.1,0,44.14730652,124.3232485
39.2,0,44.24205119,124.2461142
39.3,0,44.33666108,124.1688147
39.4,0,44.43113592,124.0913501
39.5,0,44.52547542,124.0137208
39.6,0,44.61967928,123.935927
39.7,0,44.71374723,123.8579689
39.8,0,44.80767896,123.7798467
39.9,0,44.90147421,123.7015606
40,0,44.99513268,123.623111
40.1,0,45.08865408,123.5444981
40.2,0,45.18203814,123.465722
40.3,0,45.27528457,123.3867831
40.4,0,45.36839307,123.3076815
40.5,0,45.46136338,123.2284176
40.6,0,45.55419521,123.1489915
40.7,0,45.64688827,123.0694035
40.8,0,45.73944228,122.9896539
40.9,0,45.83185696,122.9097428
41,0,45.92413203,122.8296706
41.1,0,46.01626721,122.7494375
41.2,0,46.10826221,122.6690436
41.3,0,46.20011676,122.5884893
41.4,0,46.29183057,122.5077749
41.5,0,46.38340338,122.4269005
41.6,0,46.47483489,122.3458663
41.7,0,46.56612483,122.2646728
41.8,0,46.65727292,122.18332
41.9,0,46.74827888,122.1018082
42,0,46.83914245,122.0201378
42.1,0,46.92986333,121.9383089
42.2,0,47.02044125,121.8563217
42.3,0,47.11087595,121.7741766
42.4,0,47.20116713,121.6918738
42.5,0,47.29131453,121.6094136
42.6,0,47.38131788,121.5267961
42.7,0,47.47117689,121.4440217
42.8,0,47.5608913,121.3610905
42.9,0,47.65046083,121.2780029
43,0,47.7398852,121.1947591
43.1,0,47.82916416,121.1113594
43.2,0,47.91829742,121.0278039
43.3,0,48.0072847,120.944093
43.4,0,48.09612576,120.860227
43.5,0,48.1848203,120.776206
43.6,0,48.27336806,120.6920303
43.7,0,48.36176878,120.6077002
43.8,0,48.45002217,120.523216
43.9,0,48.53812798,120.4385778
44,0,48.62608593,120.353786
44.1,0,48.71389576,120.2688408
44.2,0,48.8015572,120.1837425
44.3,0,48.88906998,120.0984914
44.4,0,48.97643384,120.0130876
44.5,0,49.0636485,119.9275314
44.6,0,49.15071371,119.8418232
44.7,0,49.2376292,119.7559632
44.8,0,49.3243947,119.6699516
44.9,0,49.41100995,119.5837886
45,0,49.49747468,119.4974747
45.1,0,49.58378864,119.4110099
45.2,0,49.66995156,119.3243947
45.3,0,49.75596317,119.2376292
45.4,0,49.84182322,119.1507137
45.5,0,49.92753144,119.0636485
45.6,0,50.01308757,118.9764338
45.7,0,50.09849136,118.88907
45.8,0,50.18374254,118.8015572
45.9,0,50.26884084,118.7138958
46,0,50.35378602,118.6260859
46.1,0,50.43857782,118.538128
46.2,0,50.52321597,118.4500222
46.3,0,50.60770021,118.3617688
46.4,0,50.6920303,118.2733681
46.5,0,50.77620597,118.1848203
46.6,0,50.86022697,118.0961258
46.7,0,50.94409304,118.0072847
46.8,0,51.02780392,117.9182974
46.9,0,51.11135936,117.8291642
47,0,51.19475911,117.7398852
47.1,0,51.27800292,117.6504608
47.2,0,51.36109052,117.5608913
47.3,0,51.44402166,117.4711769
47.4,0,51.5267961,117.3813179
47.5,0,51.60941358,117.2913145
47.6,0,51.69187384,117.2011671
47.7,0,51.77417665,117.1108759
47.8,0,51.85632174,117.0204413
47.9,0,51.93830887,116.9298633
48,0,52.02013778,116.8391424
48.1,0,52.10180824,116.7482789
48.2,0,52.18331998,116.6572729
48.3,0,52.26467276,116.5661248
48.4,0,52.34586633,116.4748349
48.5,0,52.42690046,116.3834034
48.6,0,52.50777487,116.2918306
48.7,0,52.58848935,116.2001168
48.8,0,52.66904362,116.1082622
48.9,0,52.74943746,116.0162672
49,0,52.82967062,115.924132
49.1,0,52.90974284,115.831857
49.2,0,52.9896539,115.7394423
49.3,0,53.06940353,115.6468883
49.4,0,53.14899151,115.5541952
49.5,0,53.22841759,115.4613634
49.6,0,53.30768153,115.3683931
49.7,0,53.38678308,115.2752846
49.8,0,53.465722,115.1820381
49.9,0,53.54449806,115.0886541
50,0,53.62311102,114.9951327
50.1,0,53.70156063,114.9014742
50.2,0,53.77984665,114.807679
50.3,0,53.85796885,114.7137472
50.4,0,53.93592699,114.6196793
50.5,0,54.01372084,114.5254754
50.6,0,54.09135014,114.4311359
50.7,0,54.16881468,114.3366611
50.8,0,54.24611421,114.2420512
50.9,0,54.32324849,114.1473065
51,0,54.4002173,114.0524274
51.1,0,54.4770204,113.957414
51.2,0,54.55365755,113.8622668
51.3,0,54.63012851,113.7669859
51.4,0,54.70643307,113.6715718
51.5,0,54.78257098,113.5760246
51.6,0,54.85854201,113.4803446
51.7,0,54.93434594,113.3845322
51.8,0,55.00998252,113.2885877
51.9,0,55.08545154,113.1925113
52,0,55.16075275,113.0963033
52.1,0,55.23588594,112.999964
52.2,0,55.31085087,112.9034938
52.3,0,55.38564731,112.8068928
52.4,0,55.46027503,112.7101615
52.5,0,55.53473382,112.6133
52.6,0,55.60902344,112.5163088
52.7,0,55.68314366,112.419188
52.8,0,55.75709426,112.321938
52.9,0,55.83087502,112.2245591
53,0,55.9044857,112.1270516
53.1,0,55.97792609,112.0294158
53.2,0,56.05119597,111.9316519
53.3,0,56.1242951,111.8337603
53.4,0,56.19722326,111.7357412
53.5,0,56.26998024,111.6375951
53.6,0,56.34256581,111.5393221
53.7,0,56.41497976,111.4409225
53.8,0,56.48722185,111.3423967
53.9,0,56.55929187,111.243745
54,0,56.63118961,111.1449677
54.1,0,56.70291483,111.046065
54.2,0,56.77446733,110.9470372
54.3,0,56.84584688,110.8478848
54.4,0,56.91705327,110.7486079
54.5,0,56.98808628,110.6492069
54.6,0,57.0589457,110.5496821
54.7,0,57.12963131,110.4500337
54.8,0,57.20014288,110.3502621
54.9,0,57.27048022,110.2503676
55,0,57.3406431,110.1503505
55.1,0,57.41063131,110.0502111
55.2,0,57.48044464,109.9499497
55.3,0,57.55008287,109.8495666
55.4,0,57.6195458,109.7490622
55.5,0,57.6888332,109.6484366
55.6,0,57.75794488,109.5476902
55.7,0,57.82688061,109.4468234
55.8,0,57.8956402,109.3458364
55.9,0,57.96422342,109.2447296
56,0,58.03263008,109.1435032
56.1,0,58.10085996,109.0421576
56.2,0,58.16891285,108.9406931
56.3,0,58.23678855,108.8391099
56.4,0,58.30448685,108.7374084
56.5,0,58.37200754,108.635589
56.6,0,58.43935043,108.5336518
56.7,0,58.5065153,108.4315973
56.8,0,58.57350194,108.3294256
56.9,0,58.64031016,108.2271373
57,0,58.70693976,108.1247325
57.1,0,58.77339052,108.0222115
57.2,0,58.83966224,107.9195747
57.3,0,58.90575474,107.8168224
57.4,0,58.97166779,107.713955
57.5,0,59.03740121,107.6109726
57.6,0,59.10295479,107.5078756
57.7,0,59.16832833,107.4046645
57.8,0,59.23352163,107.3013393
57.9,0,59.2985345,107.1979006
58,0,59.36336673,107.0943485
58.1,0,59.42801813,106.9906834
58.2,0,59.49248851,106.8869057
58.3,0,59.55677766,106.7830156
58.4,0,59.62088539,106.6790134
58.5,0,59.6848115,106.5748995
58.6,0,59.74855581,106.4706742
58.7,0,59.81211811,106.3663378
58.8,0,59.87549821,106.2618907
58.9,0,59.93869592,106.157333
59,0,60.00171105,106.0526652
59.1,0,60.0645434,105.9478876
59.2,0,60.12719279,105.8430005
59.3,0,60.18965901,105.7380043
59.4,0,60.25194189,105.6328991
59.5,0,60.31404123,105.5276854
59.6,0,60.37595684,105.4223635
59.7,0,60.43768854,105.3169337
59.8,0,60.49923614,105.2113963
59.9,0,60.56059944,105.1057516
60,0,60.62177826,105
60.1,0,60.68277243,104.8941418
60.2,0,60.74358174,104.7881773
60.3,0,60.80420601,104.6821068
60.4,0,60.86464507,104.5759307
60.5,0,60.92489872,104.4696492
60.6,0,60.98496678,104.3632628
60.7,0,61.04484907,104.2567716
60.8,0,61.10454541,104.1501761
60.9,0,61.16405561,104.0434766
61,0,61.2233795,103.9366734
61.1,0,61.28251689,103.8297668
61.2,0,61.3414676,103.7227572
61.3,0,61.40023146,103.6156448
61.4,0,61.45880828,103.5084301
61.5,0,61.51719789,103.4011132
61.6,0,61.5754001,103.2936946
61.7,0,61.63341475,103.1861746
61.8,0,61.69124164,103.0785535
61.9,0,61.74888062,102.9708317
62,0,61.8063315,102.8630094
62.1,0,61.86359411,102.755087
62.2,0,61.92066827,102.6470648
62.3,0,61.9775538,102.5389432
62.4,0,62.03425055,102.4307225
62.5,0,62.09075832,102.3224029
62.6,0,62.14707696,102.2139849
62.7,0,62.20320629,102.1054688
62.8,0,62.25914613,101.9968549
62.9,0,62.31489632,101.8881435
63,0,62.37045669,101.779335
63.1,0,62.42582707,101.6704297
63.2,0,62.48100729,101.5614278
63.3,0,62.53599718,101.4523299
63.4,0,62.59079658,101.3431361
63.5,0,62.64540531,101.2338469
63.6,0,62.69982322,101.1244625
63.7,0,62.75405013,101.0149834
63.8,0,62.80808588,100.9054097
63.9,0,62.8619303,100.7957419
64,0,62.91558324,100.6859803
64.1,0,62.96904453,100.5761252
64.2,0,63.022314,100.466177
64.3,0,63.07539149,100.3561359
64.4,0,63.12827685,100.2460024
64.5,0,63.1809699,100.1357768
64.6,0,63.2334705,100.0254593
64.7,0,63.28577848,99.91505044
64.8,0,63.33789367,99.80455041
64.9,0,63.38981593,99.69395959
65,0,63.44154509,99.58327832
65.1,0,63.493081,99.47250694
65.2,0,63.5444235,99.36164577
65.3,0,63.59557243,99.25069517
65.4,0,63.64652763,99.13965546
65.5,0,63.69728896,99.02852699
65.6,0,63.74785626,98.91731009
65.7,0,63.79822936,98.8060051
65.8,0,63.84840813,98.69461237
65.9,0,63.89839241,98.58313223
66,0,63.94818203,98.47156502
66.1,0,63.99777687,98.35991107
66.2,0,64.04717675,98.24817074
66.3,0,64.09638153,98.13634437
66.4,0,64.14539107,98.02443228
66.5,0,64.19420521,97.91243482
66.6,0,64.2428238,97.80035234
66.7,0,64.29124669,97.68818518
66.8,0,64.33947375,97.57593367
66.9,0,64.38750481,97.46359816
67,0,64.43533974,97.35117899
67.1,0,64.48297839,97.23867651
67.2,0,64.53042061,97.12609105
67.3,0,64.57766626,97.01342296
67.4,0,64.6247152,96.90067259
67.5,0,64.67156728,96.78784027
67.6,0,64.71822235,96.67492634
67.7,0,64.76468029,96.56193117
67.8,0,64.81094094,96.44885508
67.9,0,64.85700416,96.33569842
68,0,64.90286982,96.22246154
68.1,0,64.94853777,96.10914478
68.2,0,64.99400788,95.99574849
68.3,0,65.03928001,95.88227301
68.4,0,65.08435401,95.76871869
68.5,0,65.12922976,95.65508587
68.6,0,65.17390711,95.5413749
68.7,0,65.21838593,95.42758613
68.8,0,65.26266609,95.31371991
68.9,0,65.30674744,95.19977657
69,0,65.35062985,95.08575647
69.1,0,65.3943132,94.97165995
69.2,0,65.43779735,94.85748737
69.3,0,65.48108216,94.74323906
69.4,0,65.5241675,94.62891539
69.5,0,65.56705325,94.51451669
69.6,0,65.60973926,94.40004331
69.7,0,65.65222542,94.28549561
69.8,0,65.69451159,94.17087393
69.9,0,65.73659765,94.05617862
70,0,65.77848346,93.94141003
70.1,0,65.82016889,93.82656851
70.2,0,65.86165383,93.71165442
70.3,0,65.90293814,93.59666809
70.4,0,65.9440217,93.48160988
70.5,0,65.98490438,93.36648015
70.6,0,66.02558606,93.25127923
70.7,0,66.06606661,93.13600749
70.8,0,66.10634592,93.02066527
70.9,0,66.14642385,92.90525293
71,0,66.18630029,92.78977081
71.1,0,66.22597512,92.67421927
71.2,0,66.26544821,92.55859867
71.3,0,66.30471944,92.44290934
71.4,0,66.3437887,92.32715165
71.5,0,66.38265586,92.21132595
71.6,0,66.42132082,92.09543259
71.7,0,66.45978343,91.97947192
71.8,0,66.49804361,91.8634443
71.9,0,66.53610121,91.74735007
72,0,66.57395614,91.63118961
72.1,0,66.61160827,91.51496325
72.2,0,66.64905749,91.39867135
72.3,0,66.68630369,91.28231426
72.4,0,66.72334675,91.16589235
72.5,0,66.76018655,91.04940597
72.6,0,66.796823,90.93285546
72.7,0,66.83325597,90.81624119
72.8,0,66.86948535,90.6995635
72.9,0,66.90551104,90.58282277
73,0,66.94133292,90.46601933
73.1,0,66.97695088,90.34915355
73.2,0,67.01236483,90.23222579
73.3,0,67.04757464,90.11523639
73.4,0,67.08258021,89.99818572
73.5,0,67.11738144,89.88107413
73.6,0,67.15197822,89.76390198
73.7,0,67.18637044,89.64666962
73.8,0,67.220558,89.52937742
73.9,0,67.25454079,89.41202573
74,0,67.28831872,89.29461491
74.1,0,67.32189167,89.17714531
74.2,0,67.35525955,89.05961729
74.3,0,67.38842225,88.94203122
74.4,0,67.42137968,88.82438744
74.5,0,67.45413172,88.70668633
74.6,0,67.4866783,88.58892822
74.7,0,67.51901929,88.4711135
74.8,0,67.55115461,88.3532425
74.9,0,67.58308416,88.2353156
75,0,67.61480784,88.11733316
75.1,0,67.64632555,87.99929552
75.2,0,67.6776372,87.88120306
75.3,0,67.70874269,87.76305612
75.4,0,67.73964193,87.64485508
75.5,0,67.77033483,87.52660028
75.6,0,67.80082128,87.4082921
75.7,0,67.8311012,87.28993089
75.8,0,67.86117449,87.17151701
75.9,0,67.89104107,87.05305083
76,0,67.92070084,86.93453269
76.1,0,67.95015371,86.81596297
76.2,0,67.97939959,86.69734203
76.3,0,68.0084384,86.57867022
76.4,0,68.03727004,86.45994792
76.5,0,68.06589443,86.34117547
76.6,0,68.09431147,86.22235324
76.7,0,68.12252109,86.1034816
76.8,0,68.1505232,85.98456091
76.9,0,68.17831771,85.86559152
77,0,68.20590453,85.7465738
77.1,0,68.23328359,85.62750812
77.2,0,68.2604548,85.50839483
77.3,0,68.28741808,85.3892343
77.4,0,68.31417334,85.2700269
77.5,0,68.3407205,85.15077298
77.6,0,68.36705948,85.0314729
77.7,0,68.39319021,84.91212704
77.8,0,68.4191126,84.79273575
77.9,0,68.44482657,84.6732994
78,0,68.47033205,84.55381836
78.1,0,68.49562896,84.43429298
78.2,0,68.52071721,84.31472363
78.3,0,68.54559674,84.19511067
78.4,0,68.57026747,84.07545448
78.5,0,68.59472932,83.95575541
78.6,0,68.61898222,83.83601383
78.7,0,68.6430261,83.7162301
78.8,0,68.66686087,83.59640459
78.9,0,68.69048648,83.47653766
79,0,68.71390284,83.35662968
79.1,0,68.73710989,83.23668101
79.2,0,68.76010755,83.11669202
79.3,0,68.78289576,82.99666308
79.4,0,68.80547444,82.87659454
79.5,0,68.82784353,82.75648678
79.6,0,68.85000296,82.63634017
79.7,0,68.87195266,82.51615506
79.8,0,68.89369256,82.39593182
79.9,0,68.9152226,82.27567083
80,0,68.93654271,82.15537244
80.1,0,68.95765283,82.03503702
80.2,0,68.97855289,81.91466494
80.3,0,68.99924284,81.79425657
80.4,0,69.01972259,81.67381227
80.5,0,69.03999211,81.55333241
80.6,0,69.06005131,81.43281736
80.7,0,69.07990015,81.31226748
80.8,0,69.09953856,81.19168314
80.9,0,69.11896647,81.07106471
81,0,69.13818384,80.95041255
81.1,0,69.1571906,80.82972704
81.2,0,69.1759867,80.70900854
81.3,0,69.19457208,80.58825742
81.4,0,69.21294667,80.46747404
81.5,0,69.23111044,80.34665878
81.6,0,69.24906331,80.225812
81.7,0,69.26680523,80.10493407
81.8,0,69.28433616,79.98402536
81.9,0,69.30165604,79.86308624
82,0,69.31876481,79.74211707
82.1,0,69.33566243,79.62111822
82.2,0,69.35234883,79.50009007
82.3,0,69.36882398,79.37903298
82.4,0,69.38508782,79.25794732
82.5,0,69.4011403,79.13683346
82.6,0,69.41698137,79.01569176
82.7,0,69.43261098,78.8945226
82.8,0,69.44802909,78.77332635
82.9,0,69.46323565,78.65210337
83,0,69.47823061,78.53085404
83.1,0,69.49301394,78.40957872
83.2,0,69.50758557,78.28827778
83.3,0,69.52194547,78.1669516
83.4,0,69.53609359,78.04560053
83.5,0,69.5500299,77.92422496
83.6,0,69.56375434,77.80282525
83.7,0,69.57726688,77.68140178
83.8,0,69.59056748,77.5599549
83.9,0,69.60365609,77.43848499
84,0,69.61653268,77.31699243
84.1,0,69.6291972,77.19547758
84.2,0,69.64164962,77.0739408
84.3,0,69.6538899,76.95238248
84.4,0,69.665918,76.83080298
84.5,0,69.67773389,76.70920268
